Part,Aid type,Amount type,Recipient,Donor,Year,Value,Flags
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","New Zealand","2004",0.9,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","New Zealand","2005",3.39,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","New Zealand","2006",1.47,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","New Zealand","2007",1.71,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","New Zealand","2008",1.01,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","New Zealand","2009",1.47,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","New Zealand","2010",0.19,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","New Zealand","2011",1.11,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Current Prices (USD millions)","Sri Lanka","New Zealand","2012",1.13,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2003",0.82,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2004",1.33,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2005",4.61,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2006",2.11,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2007",2.08,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2008",1.26,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2009",2.02,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2010",0.22,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2011",1.13,
"1 : Part I - Developing Countries","Memo: ODA Total, Gross disbursements","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2012",1.13,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","New Zealand","2003",0.47,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","New Zealand","2004",0.9,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","New Zealand","2005",3.39,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","New Zealand","2006",1.47,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","New Zealand","2007",1.71,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","New Zealand","2008",1.01,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","New Zealand","2009",1.47,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","New Zealand","2010",0.19,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","New Zealand","2011",1.11,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Current Prices (USD millions)","Sri Lanka","New Zealand","2012",1.13,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2003",0.82,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2004",1.33,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2005",4.61,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2006",2.11,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2007",2.08,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2008",1.26,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2009",2.02,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2010",0.22,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2011",1.13,
"1 : Part I - Developing Countries","Memo: ODA Total, excl. Debt","Constant Prices (2012 USD millions)","Sri Lanka","New Zealand","2012",1.13,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2003",28.14,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2004",30.33,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2005",66.41,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2006",37.29,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2007",44.04,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2008",30.56,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2009",35.26,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2010",28.96,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2011",25.79,
"1 : Part I - Developing Countries","ODA: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2012",19.88,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2003",54.11,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2004",52.43,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2005",100.73,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2006",51.76,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2007",54.18,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2008",33.02,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2009",44.31,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2010",32.96,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2011",25.49,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2012",19.88,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","Norway","2003",28.38,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","Norway","2004",30.33,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","Norway","2005",65.98,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","Norway","2006",37.28,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","Norway","2007",44.05,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","Norway","2008",30.6,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","Norway","2009",35.3,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","Norway","2010",28.96,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","Norway","2011",25.79,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","Norway","2012",19.89,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2003",54.57,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2004",52.43,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2005",100.08,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2006",51.74,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2007",54.2,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2008",33.07,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2009",44.36,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2010",32.96,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2011",25.49,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2012",19.89,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","Norway","2003",-0.24,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","Norway","2005",0.43,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","Norway","2006",0.01,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","Norway","2007",-0.01,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","Norway","2008",-0.03,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","Norway","2009",-0.04,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2003",-0.46,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2005",0.65,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2006",0.01,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2007",-0.01,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2008",-0.03,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2009",-0.05,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2003",-0.24,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2004",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2005",0.43,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2006",0.01,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2007",-0.01,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2008",-0.04,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2009",-0.04,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2010",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2011",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","Norway","2012",-0.01,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2003",-0.46,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2004",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2005",0.65,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2006",0.02,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2007",-0.02,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2008",-0.05,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2009",-0.05,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2010",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2011",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","Norway","2012",-0.01,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","Norway","2003",6.59,
